Identifiant,Année_naissance,Education,Situation_matrimoniale,Revenu,Enfant_charge,Ado_charge,Date_acquisition_client,Nombre_jours_depuis_dernier_achat,Montant_vin,Montant_fruits,Montant_viande,Montant_poisson,Montant_sucreries,Montant_luxe,Nb_achats_promo,Nb_achats_en_ligne,Achats_catalogue,Achats_magasin,Nb_visites_web_mois,Accepte_Campagne_3,Accepte_Campagne_4,Accepte_Campagne_5,Accepte_Campagne_1,Accepte_Campagne_2,Reclamation_client,Z_CostContact,Z_Revenue,Response,Depense_totale,Depense_plaisir,Part_plaisir,Taux_depense_sur_revenu,Total_achats,Part_achats_en_ligne,Part_achats_catalogue,Taux_visite_achat_web,Nb_enfants_total,Age,Score_engagement_marketing,Taux_acceptation_campagne
2579,1957,Graduation,Married,71113.0,0,1,1970-01-01,95,495.0,33.0,255.0,11.0,33.0,8.0,4,6,7,9,4,0,0,0,0,0,0,3.0,11.0,0,835.0,536.0,0.6419161676646706,0.011741875606429204,22,0.2727272727272727,0.3181818181818182,1.5,1,57,0,0.0
175,1986,Graduation,Married,71952.0,1,0,2013-10-01,93,656.0,80.0,455.0,52.0,107.0,93.0,2,8,4,8,4,1,0,1,0,0,0,3.0,11.0,0,1443.0,856.0,0.5932085932085932,0.020055036691127417,20,0.4,0.2,2.0,1,28,2,0.4
9185,1966,PhD,Single,69759.0,0,0,1970-01-01,38,452.0,20.0,514.0,13.0,30.0,0.0,3,4,6,5,3,0,0,0,0,0,0,3.0,11.0,1,1029.0,482.0,0.4684159378036929,0.01475078484496624,15,0.26666666666666666,0.4,1.3333333333333333,0,48,0,0.0
11056,1974,Graduation,Married,72099.0,0,0,1970-01-01,18,546.0,91.0,410.0,119.0,0.0,22.0,1,3,4,10,1,0,0,0,0,0,0,3.0,11.0,0,1188.0,568.0,0.4781144781144781,0.016477343652477845,17,0.17647058823529413,0.23529411764705882,3.0,0,40,0,0.0
9365,1976,PhD,Single,60000.0,0,1,1970-01-01,57,1048.0,0.0,217.0,0.0,0.0,12.0,5,11,3,5,6,0,0,0,0,0,0,3.0,11.0,0,1277.0,1060.0,0.8300704776820673,0.021283333333333335,19,0.5789473684210527,0.15789473684210525,1.8333333333333333,1,38,0,0.0
6201,1978,Graduation,Single,38643.0,1,1,1970-01-01,45,22.0,2.0,14.0,0.0,1.0,10.0,2,2,0,3,7,0,0,0,0,0,1,3.0,11.0,0,49.0,33.0,0.673469387755102,0.0012680174934658283,5,0.4,0.0,0.2857142857142857,2,36,0,0.0
2061,1955,Graduation,Married,50737.0,0,1,2013-11-05,61,78.0,0.0,11.0,0.0,0.0,10.0,1,2,0,4,6,0,1,0,0,0,0,3.0,11.0,0,99.0,88.0,0.8888888888888888,0.001951238740958275,6,0.3333333333333333,0.0,0.3333333333333333,1,59,1,0.2
6184,1969,PhD,Married,68462.0,0,0,2012-12-12,6,561.0,64.0,785.0,84.0,128.0,48.0,1,3,3,8,1,0,0,0,0,0,0,3.0,11.0,0,1670.0,737.0,0.4413173652694611,0.024393093979141713,14,0.21428571428571427,0.21428571428571427,3.0,0,45,0,0.0
6142,1943,Master,Married,65073.0,0,0,1970-01-01,65,629.0,17.0,177.0,69.0,0.0,8.0,1,5,3,5,2,0,0,0,0,0,1,3.0,11.0,0,900.0,637.0,0.7077777777777777,0.01383062099488267,13,0.38461538461538464,0.23076923076923078,2.5,0,71,0,0.0
4107,1948,PhD,Together,46681.0,0,2,2013-08-10,52,269.0,15.0,69.0,15.0,19.0,38.0,2,4,6,4,5,0,0,0,0,0,0,3.0,11.0,0,425.0,326.0,0.7670588235294118,0.009104346522139628,14,0.2857142857142857,0.42857142857142855,0.8,2,66,0,0.0
7274,1957,Graduation,Married,78618.0,0,0,1970-01-01,87,736.0,163.0,818.0,212.0,163.0,61.0,1,4,7,10,2,0,1,0,0,0,0,3.0,11.0,0,2153.0,960.0,0.4458894565722248,0.027385585998117478,21,0.19047619047619047,0.3333333333333333,2.0,0,57,1,0.2
9336,1969,PhD,Widow,62187.0,0,1,1970-01-01,38,512.0,0.0,83.0,0.0,0.0,41.0,3,6,2,10,4,0,0,0,0,0,0,3.0,11.0,0,636.0,553.0,0.8694968553459119,0.010227217907279656,18,0.3333333333333333,0.1111111111111111,1.5,1,45,0,0.0
2958,1978,Graduation,Married,28442.0,2,0,1970-01-01,53,19.0,3.0,10.0,11.0,8.0,6.0,3,2,1,4,4,0,0,0,0,0,0,3.0,11.0,0,57.0,33.0,0.5789473684210527,0.0020040784754939878,7,0.2857142857142857,0.14285714285714285,0.5,2,36,0,0.0
933,1978,PhD,Married,37717.0,1,0,1970-01-01,31,9.0,0.0,6.0,4.0,1.0,5.0,1,1,0,2,9,0,0,0,0,0,0,3.0,11.0,0,25.0,15.0,0.6,0.0006628310841265212,3,0.3333333333333333,0.0,0.1111111111111111,1,36,0,0.0
5837,1967,Graduation,Married,51479.0,1,1,1970-01-01,67,247.0,8.0,160.0,6.0,8.0,65.0,7,6,3,6,7,0,0,0,0,0,0,3.0,11.0,0,494.0,320.0,0.6477732793522267,0.009596146001282077,15,0.4,0.2,0.8571428571428571,2,47,0,0.0
10704,1969,Graduation,Single,54803.0,0,1,1970-01-01,65,404.0,0.0,92.0,28.0,27.0,142.0,2,6,2,9,4,0,0,0,0,0,0,3.0,11.0,0,693.0,573.0,0.8268398268398268,0.012645293140886448,17,0.35294117647058826,0.11764705882352941,1.5,1,45,0,0.0
5125,1960,Graduation,Married,79530.0,0,0,1970-01-01,64,333.0,0.0,815.0,129.0,42.0,29.0,1,4,10,11,2,0,0,0,0,0,0,3.0,11.0,0,1348.0,404.0,0.2997032640949555,0.016949578775304917,25,0.16,0.4,2.0,0,54,0,0.0
4432,1976,Graduation,Divorced,31615.0,1,0,1970-01-01,82,2.0,3.0,20.0,6.0,11.0,9.0,2,2,0,3,7,0,0,0,0,0,0,3.0,11.0,0,51.0,22.0,0.43137254901960786,0.0016131583109283568,5,0.4,0.0,0.2857142857142857,1,38,0,0.0
5955,1962,Graduation,Together,72025.0,0,0,1970-01-01,27,833.0,33.0,549.0,151.0,133.0,233.0,1,4,3,8,3,0,0,0,0,0,0,3.0,11.0,0,1932.0,1199.0,0.620600414078675,0.026824019437695246,15,0.26666666666666666,0.2,1.3333333333333333,0,52,0,0.0
2928,1975,PhD,Single,52614.0,0,1,2012-01-12,63,789.0,0.0,142.0,12.0,9.0,38.0,2,2,4,8,8,0,0,0,0,0,0,3.0,11.0,0,990.0,836.0,0.8444444444444444,0.01881628463906945,14,0.14285714285714285,0.2857142857142857,0.25,1,39,0,0.0
5680,1984,2n Cycle,Married,35684.0,1,0,1970-01-01,66,10.0,4.0,7.0,0.0,6.0,3.0,1,1,0,3,6,0,0,0,0,0,0,3.0,11.0,0,30.0,19.0,0.6333333333333333,0.0008407129245600269,4,0.25,0.0,0.16666666666666666,1,30,0,0.0
10313,1975,Graduation,Married,48178.0,1,1,1970-01-01,69,159.0,4.0,45.0,6.0,2.0,38.0,6,5,1,4,8,0,0,0,0,0,0,3.0,11.0,0,254.0,199.0,0.7834645669291339,0.005272115903524431,10,0.5,0.1,0.625,2,39,0,0.0
2557,1970,Master,Single,29548.0,1,0,1970-01-01,52,7.0,1.0,6.0,3.0,1.0,11.0,1,1,1,2,4,1,0,0,0,0,0,3.0,11.0,0,29.0,19.0,0.6551724137931034,0.0009814539055096791,4,0.25,0.25,0.25,1,44,1,0.2
1245,1966,Graduation,Single,63810.0,0,1,2012-11-11,45,977.0,12.0,253.0,16.0,12.0,101.0,4,4,3,12,8,0,1,0,0,0,0,3.0,11.0,0,1371.0,1090.0,0.7950401167031363,0.02148566055477198,19,0.21052631578947367,0.15789473684210525,0.5,1,48,1,0.2
1519,1972,PhD,Single,38578.0,1,1,1970-01-01,2,38.0,4.0,22.0,3.0,3.0,3.0,3,3,0,3,8,0,0,0,0,0,0,3.0,11.0,1,73.0,44.0,0.6027397260273972,0.0018922702058167867,6,0.5,0.0,0.375,2,42,0,0.0
10703,1975,Master,Single,46098.0,1,1,1970-01-01,86,57.0,0.0,27.0,0.0,0.0,36.0,4,3,2,2,8,0,0,0,0,0,0,3.0,11.0,0,120.0,93.0,0.775,0.0026031498112716388,7,0.42857142857142855,0.2857142857142857,0.375,2,39,0,0.0
1726,1970,Graduation,Single,22585.0,0,0,1970-01-01,23,3.0,9.0,15.0,13.0,2.0,39.0,1,1,1,2,9,1,0,0,0,0,0,3.0,11.0,1,81.0,44.0,0.5432098765432098,0.0035864511844144343,4,0.25,0.25,0.1111111111111111,0,44,1,0.2
4459,1989,Graduation,Single,30279.0,1,0,1970-01-01,13,10.0,4.0,14.0,4.0,4.0,1.0,1,1,0,3,8,0,0,0,0,0,0,3.0,11.0,0,37.0,15.0,0.40540540540540543,0.0012219690214339972,4,0.25,0.0,0.125,1,25,0,0.0
1729,1961,PhD,Together,66426.0,0,1,2013-02-10,14,1043.0,24.0,97.0,32.0,24.0,157.0,2,3,5,10,6,0,0,0,0,0,0,3.0,11.0,0,1377.0,1224.0,0.8888888888888888,0.020729834703278837,18,0.16666666666666666,0.2777777777777778,0.5,1,53,0,0.0
1517,1969,Graduation,Single,30822.0,1,0,1970-01-01,92,3.0,9.0,13.0,2.0,12.0,12.0,1,1,0,3,7,0,0,0,0,0,0,3.0,11.0,0,51.0,27.0,0.5294117647058824,0.0016546622542339888,4,0.25,0.0,0.14285714285714285,1,45,0,0.0
2098,1969,PhD,Married,33581.0,2,0,2013-08-01,38,11.0,0.0,5.0,0.0,0.0,1.0,1,1,0,2,8,0,0,0,0,0,0,3.0,11.0,0,17.0,12.0,0.7058823529411765,0.0005062386468538757,3,0.3333333333333333,0.0,0.125,2,45,0,0.0
9543,1985,Graduation,Married,19986.0,1,0,1970-01-01,74,3.0,6.0,5.0,0.0,2.0,6.0,1,0,0,3,7,0,0,0,0,0,0,3.0,11.0,0,22.0,11.0,0.5,0.0011007705393775644,3,0.0,0.0,0.0,1,29,0,0.0
6878,1954,Graduation,Widow,27421.0,0,0,2012-12-12,14,43.0,12.0,96.0,78.0,40.0,55.0,3,4,1,6,7,0,0,0,0,0,0,3.0,11.0,0,324.0,138.0,0.42592592592592593,0.011815761642536742,11,0.36363636363636365,0.09090909090909091,0.5714285714285714,0,60,0,0.0
3310,1973,2n Cycle,Married,35688.0,2,1,1970-01-01,94,73.0,3.0,90.0,12.0,1.0,32.0,7,4,1,4,8,0,0,0,0,0,0,3.0,11.0,0,211.0,106.0,0.5023696682464455,0.005912351490697153,9,0.4444444444444444,0.1111111111111111,0.5,3,41,0,0.0
2724,1981,Master,Single,36143.0,1,0,1970-01-01,33,12.0,0.0,1.0,0.0,0.0,6.0,1,0,1,2,3,0,0,0,0,0,0,3.0,11.0,0,19.0,18.0,0.9473684210526315,0.0005256896217801511,3,0.0,0.3333333333333333,0.0,1,33,0,0.0
948,1971,Graduation,Single,10245.0,1,0,1970-01-01,32,4.0,7.0,7.0,6.0,4.0,13.0,3,1,2,2,5,0,0,0,0,0,0,3.0,11.0,0,41.0,21.0,0.5121951219512195,0.004001952171791117,5,0.2,0.4,0.2,1,43,0,0.0
6720,1968,Master,Together,43795.0,0,1,1970-01-01,11,314.0,11.0,53.0,4.0,3.0,107.0,3,7,3,4,7,0,1,0,0,0,0,3.0,11.0,1,492.0,424.0,0.8617886178861789,0.011234159150587966,14,0.5,0.21428571428571427,1.0,1,46,1,0.2
6202,1960,Graduation,Together,63381.0,0,1,2012-05-10,78,571.0,50.0,142.0,33.0,50.0,159.0,4,4,5,13,2,0,0,0,0,0,0,3.0,11.0,0,1005.0,780.0,0.7761194029850746,0.015856486959814457,22,0.18181818181818182,0.22727272727272727,2.0,1,54,0,0.0
2066,1949,Graduation,Together,38823.0,0,1,1970-01-01,56,70.0,0.0,11.0,2.0,8.0,23.0,1,2,1,3,6,0,0,0,0,0,0,3.0,11.0,0,114.0,101.0,0.8859649122807017,0.002936403678231976,6,0.3333333333333333,0.16666666666666666,0.3333333333333333,1,65,0,0.0
9799,1968,PhD,Divorced,83664.0,1,1,2013-08-05,57,866.0,21.0,151.0,28.0,21.0,86.0,3,2,2,12,5,0,0,0,0,0,0,3.0,11.0,0,1173.0,973.0,0.8294970161977835,0.014020367183017786,16,0.125,0.125,0.4,2,46,0,0.0
8318,1979,Graduation,Together,90300.0,0,0,2014-03-01,7,594.0,134.0,786.0,33.0,134.0,57.0,0,5,6,8,1,0,0,1,0,0,0,3.0,11.0,0,1738.0,785.0,0.451668584579977,0.019246954595791805,19,0.2631578947368421,0.3157894736842105,5.0,0,35,1,0.2
5642,1979,Master,Together,62499.0,1,0,2013-09-12,0,140.0,4.0,61.0,0.0,13.0,4.0,2,3,1,6,4,0,0,0,0,0,0,3.0,11.0,0,222.0,157.0,0.7072072072072072,0.0035520568329093266,10,0.3,0.1,0.75,1,35,0,0.0
2669,1993,Graduation,Single,74293.0,0,0,2014-04-05,66,375.0,152.0,335.0,93.0,91.0,81.0,1,5,4,6,2,0,0,0,0,0,0,3.0,11.0,0,1127.0,547.0,0.48535936113575867,0.015169666051983364,15,0.3333333333333333,0.26666666666666666,2.5,0,21,0,0.0
455,1946,PhD,Married,51012.0,0,0,1970-01-01,86,102.0,9.0,63.0,2.0,9.0,24.0,1,4,1,4,6,0,0,0,0,0,0,3.0,11.0,0,209.0,135.0,0.645933014354067,0.00409707519799263,9,0.4444444444444444,0.1111111111111111,0.6666666666666666,0,68,0,0.0
7683,1968,Master,Married,70777.0,0,1,1970-01-01,80,554.0,35.0,113.0,0.0,7.0,78.0,3,5,3,12,3,0,0,0,0,0,0,3.0,11.0,0,787.0,639.0,0.8119440914866582,0.011119431453720841,20,0.25,0.15,1.6666666666666667,1,46,0,0.0
3428,1991,PhD,Together,68682.0,0,0,2013-06-10,56,919.0,0.0,505.0,99.0,30.0,45.0,1,4,9,10,2,0,0,0,0,0,0,3.0,11.0,0,1598.0,994.0,0.6220275344180225,0.023266649194839988,23,0.17391304347826086,0.391304347826087,2.0,0,23,0,0.0
7414,1971,Graduation,Married,43824.0,1,1,1970-01-01,18,96.0,1.0,42.0,12.0,3.0,32.0,4,3,1,4,8,0,0,0,0,0,0,3.0,11.0,0,186.0,131.0,0.7043010752688172,0.004244249726177437,8,0.375,0.125,0.375,2,43,0,0.0
6354,1984,Graduation,Together,15345.0,1,0,1970-01-01,51,5.0,2.0,16.0,3.0,2.0,19.0,2,1,1,2,8,0,0,0,0,0,0,3.0,11.0,1,47.0,26.0,0.5531914893617021,0.003062886933854676,4,0.25,0.25,0.125,1,30,0,0.0
798,1987,Graduation,Single,23442.0,1,0,1970-01-01,71,2.0,0.0,6.0,8.0,6.0,5.0,1,1,0,3,7,0,0,0,0,0,0,3.0,11.0,0,27.0,13.0,0.48148148148148145,0.001151778858459176,4,0.25,0.0,0.14285714285714285,1,27,0,0.0
8213,1980,2n Cycle,Together,14515.0,1,0,2012-09-11,71,6.0,4.0,9.0,6.0,36.0,35.0,4,2,2,3,7,0,0,0,0,0,0,3.0,11.0,1,96.0,77.0,0.8020833333333334,0.0066138477437134,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,1,34,0,0.0
2488,1956,2n Cycle,Divorced,31395.0,1,1,1970-01-01,80,23.0,1.0,25.0,0.0,8.0,7.0,4,2,1,3,6,0,0,0,0,0,0,3.0,11.0,0,64.0,38.0,0.59375,0.0020385411689759518,6,0.3333333333333333,0.16666666666666666,0.3333333333333333,2,58,0,0.0
9999,1965,Graduation,Together,75276.0,0,0,1970-01-01,2,610.0,105.0,125.0,137.0,42.0,21.0,1,9,4,9,5,0,0,0,0,0,0,3.0,11.0,0,1040.0,673.0,0.6471153846153846,0.013815824432754132,22,0.4090909090909091,0.18181818181818182,1.8,0,49,0,0.0
7617,1974,Graduation,Single,42373.0,1,1,1970-01-01,83,67.0,5.0,61.0,3.0,8.0,19.0,5,2,1,5,5,0,0,0,0,0,0,3.0,11.0,0,163.0,94.0,0.5766871165644172,0.0038467892289901586,8,0.25,0.125,0.4,2,40,0,0.0
615,1960,Graduation,Together,30507.0,0,0,2013-11-03,29,65.0,36.0,74.0,38.0,20.0,110.0,1,5,1,4,7,0,0,0,0,0,0,3.0,11.0,0,343.0,195.0,0.5685131195335277,0.011243321204969351,10,0.5,0.1,0.7142857142857143,0,54,0,0.0
2552,1955,PhD,Single,55521.0,1,2,1970-01-01,11,416.0,0.0,26.0,0.0,0.0,4.0,9,6,3,6,7,0,1,0,0,0,0,3.0,11.0,1,446.0,420.0,0.9417040358744395,0.008032996523837828,15,0.4,0.2,0.8571428571428571,3,59,1,0.2
194,1965,Graduation,Married,48006.0,1,1,2014-09-06,55,23.0,0.0,11.0,3.0,2.0,2.0,1,1,0,3,6,0,0,0,0,0,0,3.0,11.0,0,41.0,27.0,0.6585365853658537,0.0008540599091780194,4,0.25,0.0,0.16666666666666666,2,49,0,0.0
3645,1972,PhD,Single,27213.0,1,0,1970-01-01,19,19.0,3.0,26.0,10.0,9.0,3.0,3,2,0,4,8,0,0,0,0,0,0,3.0,11.0,1,70.0,31.0,0.44285714285714284,0.002572300003674714,6,0.3333333333333333,0.0,0.25,1,42,0,0.0
8890,1971,PhD,Divorced,65808.0,1,1,1970-01-01,1,155.0,7.0,80.0,13.0,7.0,10.0,3,5,1,5,6,0,0,0,0,0,0,3.0,11.0,0,272.0,172.0,0.6323529411764706,0.004133236080719669,11,0.45454545454545453,0.09090909090909091,0.8333333333333334,2,43,0,0.0
5049,1974,PhD,Together,30351.0,1,0,2013-06-06,19,14.0,0.0,24.0,3.0,3.0,2.0,1,3,0,2,9,0,0,0,0,0,0,3.0,11.0,0,46.0,19.0,0.41304347826086957,0.001515600803927383,5,0.6,0.0,0.3333333333333333,1,40,0,0.0
9973,1963,Graduation,Married,50437.0,0,2,1970-01-01,28,370.0,9.0,92.0,6.0,9.0,4.0,3,7,1,8,7,0,0,0,0,0,0,3.0,11.0,0,490.0,383.0,0.7816326530612245,0.009715090112417472,16,0.4375,0.0625,1.0,2,51,0,0.0
7301,1982,2n Cycle,Single,23616.0,1,0,1970-01-01,76,4.0,22.0,11.0,3.0,7.0,32.0,2,3,0,3,8,0,0,0,0,0,0,3.0,11.0,1,79.0,43.0,0.5443037974683544,0.003345189701897019,6,0.5,0.0,0.375,1,32,0,0.0
10882,1976,Graduation,Married,53858.0,0,1,2012-09-11,50,407.0,53.0,221.0,58.0,150.0,26.0,4,4,3,6,4,0,0,0,0,0,0,3.0,11.0,0,915.0,583.0,0.6371584699453552,0.0169891195365591,13,0.3076923076923077,0.23076923076923078,1.0,1,38,0,0.0
7030,1955,PhD,Married,66465.0,0,1,1970-01-01,1,1200.0,0.0,204.0,38.0,29.0,14.0,3,11,9,12,6,0,0,0,1,0,0,3.0,11.0,0,1485.0,1243.0,0.837037037037037,0.02234258632362898,32,0.34375,0.28125,1.8333333333333333,1,59,1,0.2
7422,1987,Graduation,Single,46923.0,1,0,1970-01-01,90,85.0,44.0,54.0,102.0,78.0,6.0,3,5,1,7,7,0,0,0,0,0,0,3.0,11.0,0,369.0,169.0,0.45799457994579945,0.007863947317946422,13,0.38461538461538464,0.07692307692307693,0.7142857142857143,1,27,0,0.0
3523,1962,Graduation,Together,75072.0,0,1,1970-01-01,83,583.0,34.0,309.0,0.0,22.0,125.0,2,5,4,8,3,0,0,0,0,0,0,3.0,11.0,0,1073.0,730.0,0.6803355079217148,0.014292945439045183,17,0.29411764705882354,0.23529411764705882,1.6666666666666667,1,52,0,0.0
7106,1943,PhD,Married,75865.0,0,0,1970-01-01,73,483.0,0.0,591.0,156.0,0.0,12.0,1,3,5,10,1,0,0,0,0,0,0,3.0,11.0,0,1242.0,495.0,0.39855072463768115,0.016371185658735913,18,0.16666666666666666,0.2777777777777778,3.0,0,71,0,0.0
6504,1975,2n Cycle,Together,19789.0,1,0,1970-01-01,24,2.0,5.0,9.0,28.0,6.0,28.0,3,2,1,3,5,1,0,0,0,0,0,3.0,11.0,0,78.0,36.0,0.46153846153846156,0.0039415837081206734,6,0.3333333333333333,0.16666666666666666,0.4,1,39,1,0.2
5067,1994,Graduation,Together,80134.0,0,0,1970-01-01,11,966.0,26.0,282.0,52.0,26.0,26.0,1,2,7,11,5,0,1,1,1,1,0,3.0,11.0,0,1378.0,1018.0,0.7387518142235123,0.017196196371078443,20,0.1,0.35,0.4,0,20,4,0.8
4216,1981,Graduation,Single,91065.0,0,0,1970-01-01,33,822.0,114.0,108.0,179.0,137.0,114.0,1,7,9,9,3,0,0,1,1,0,0,3.0,11.0,1,1474.0,1073.0,0.7279511533242876,0.0161862405973755,25,0.28,0.36,2.3333333333333335,0,33,2,0.4
8581,1971,Master,Married,49505.0,1,1,2013-05-03,4,604.0,0.0,100.0,19.0,0.0,28.0,9,10,2,8,8,0,0,0,0,0,0,3.0,11.0,0,751.0,632.0,0.8415446071904128,0.01517018482981517,20,0.5,0.1,1.25,2,43,0,0.0
5929,1973,PhD,Married,37401.0,1,0,2014-06-05,14,19.0,3.0,19.0,3.0,1.0,3.0,2,2,0,3,7,0,0,0,0,0,0,3.0,11.0,0,48.0,23.0,0.4791666666666667,0.0012833881447020133,5,0.4,0.0,0.2857142857142857,1,41,0,0.0
3129,1983,Graduation,Married,30096.0,1,0,1970-01-01,30,5.0,3.0,11.0,12.0,5.0,9.0,1,2,0,3,6,0,0,0,0,0,0,3.0,11.0,0,45.0,19.0,0.4222222222222222,0.0014952153110047847,5,0.4,0.0,0.3333333333333333,1,31,0,0.0
6528,1982,Master,Together,18492.0,1,0,2014-05-06,75,2.0,2.0,2.0,2.0,1.0,1.0,1,1,0,2,8,0,0,0,0,0,0,3.0,11.0,0,10.0,4.0,0.4,0.0005407743889249405,3,0.3333333333333333,0.0,0.125,1,32,0,0.0
1361,1974,Master,Married,82584.0,0,0,2013-04-06,26,1076.0,68.0,103.0,29.0,91.0,68.0,1,3,4,8,1,0,1,1,0,0,0,3.0,11.0,1,1435.0,1235.0,0.8606271777003485,0.017376247214956893,15,0.2,0.26666666666666666,3.0,0,40,2,0.4
6932,1941,PhD,Married,93027.0,0,0,1970-01-01,77,1285.0,42.0,716.0,55.0,0.0,21.0,0,7,10,5,2,0,0,1,0,0,0,3.0,11.0,0,2119.0,1306.0,0.6163284568192544,0.022778333172089823,22,0.3181818181818182,0.45454545454545453,3.5,0,73,1,0.2
7284,1953,Graduation,Married,48686.0,1,2,2013-04-12,8,10.0,0.0,7.0,2.0,0.0,1.0,1,1,0,2,8,0,0,0,0,0,0,3.0,11.0,0,20.0,11.0,0.55,0.0004107957112927741,3,0.3333333333333333,0.0,0.125,3,61,0,0.0
1340,1986,Graduation,Married,92910.0,0,0,1970-01-01,42,551.0,137.0,792.0,179.0,103.0,33.0,1,6,7,13,1,0,1,1,1,0,0,3.0,11.0,0,1795.0,687.0,0.38272980501392756,0.01931977182219352,26,0.23076923076923078,0.2692307692307692,6.0,0,28,3,0.6
8746,1989,Graduation,Married,75433.0,1,0,2014-05-04,28,800.0,0.0,297.0,0.0,34.0,57.0,2,2,5,10,6,0,1,0,1,0,0,3.0,11.0,0,1188.0,891.0,0.75,0.015749075338379753,17,0.11764705882352941,0.29411764705882354,0.3333333333333333,1,25,2,0.4
5987,1989,2n Cycle,Together,10404.0,1,0,2014-04-05,52,2.0,2.0,11.0,10.0,6.0,12.0,2,1,0,4,5,0,0,0,0,0,0,3.0,11.0,0,43.0,20.0,0.46511627906976744,0.004133025759323337,5,0.2,0.0,0.2,1,25,0,0.0
3767,1968,Graduation,Married,61314.0,0,1,1970-01-01,1,378.0,0.0,189.0,97.0,172.0,172.0,2,5,5,12,3,0,0,0,0,0,0,3.0,11.0,0,1008.0,722.0,0.7162698412698413,0.01643996477150406,22,0.22727272727272727,0.22727272727272727,1.6666666666666667,1,46,0,0.0
3725,1961,PhD,Single,84865.0,0,0,2013-09-05,1,1248.0,16.0,349.0,43.0,16.0,16.0,1,2,4,9,4,0,1,1,1,1,0,3.0,11.0,1,1688.0,1280.0,0.7582938388625592,0.019890414187238557,15,0.13333333333333333,0.26666666666666666,0.5,0,53,4,0.8
4324,1989,Graduation,Married,42387.0,1,0,1970-01-01,42,235.0,0.0,235.0,19.0,4.0,191.0,5,8,1,7,8,0,0,0,0,0,0,3.0,11.0,0,684.0,430.0,0.6286549707602339,0.016137023143888457,16,0.5,0.0625,1.0,1,25,0,0.0
238,1967,2n Cycle,Together,67309.0,1,1,1970-01-01,76,515.0,47.0,181.0,149.0,95.0,95.0,15,9,6,9,7,0,0,0,0,0,0,3.0,11.0,0,1082.0,705.0,0.6515711645101664,0.01607511625488419,24,0.375,0.25,1.2857142857142858,2,47,0,0.0
6694,1964,Graduation,Married,75236.0,0,1,1970-01-01,27,438.0,66.0,400.0,12.0,38.0,114.0,1,8,3,13,4,0,0,0,0,0,0,3.0,11.0,0,1068.0,590.0,0.552434456928839,0.014195332021904407,24,0.3333333333333333,0.125,2.0,1,50,0,0.0
498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25.0,0.0,22.0,2.0,3.0,5.0,2,1,0,4,5,0,0,0,0,0,0,3.0,11.0,0,57.0,33.0,0.5789473684210527,0.0018990504747626188,5,0.2,0.0,0.2,1,44,0,0.0
9347,1956,Master,Together,50943.0,0,1,1970-01-01,49,31.0,0.0,7.0,2.0,0.0,6.0,1,1,0,3,5,0,0,0,0,0,0,3.0,11.0,0,46.0,37.0,0.8043478260869565,0.0009029699860628545,4,0.25,0.0,0.2,1,58,0,0.0
9699,1966,Graduation,Divorced,67272.0,0,1,1970-01-01,12,357.0,35.0,271.0,28.0,28.0,14.0,3,6,2,12,5,0,0,0,0,0,0,3.0,11.0,0,733.0,399.0,0.5443383356070941,0.010896063741229634,20,0.3,0.1,1.2,1,48,0,0.0
10664,1949,Master,Widow,51529.0,0,1,2013-07-09,14,400.0,4.0,35.0,6.0,0.0,22.0,2,9,1,5,8,0,0,0,0,0,0,3.0,11.0,0,467.0,422.0,0.9036402569593148,0.009062857808224495,15,0.6,0.06666666666666667,1.125,1,65,0,0.0
5455,1971,PhD,Married,32011.0,1,0,1970-01-01,89,99.0,0.0,15.0,2.0,1.0,5.0,3,2,1,4,7,0,0,0,0,0,0,3.0,11.0,0,122.0,105.0,0.860655737704918,0.003811189903470682,7,0.2857142857142857,0.14285714285714285,0.2857142857142857,1,43,0,0.0
456,1986,2n Cycle,Married,7500.0,1,0,2013-07-02,96,1.0,11.0,5.0,4.0,6.0,9.0,2,2,0,3,8,0,0,0,0,0,0,3.0,11.0,0,36.0,16.0,0.4444444444444444,0.0048,5,0.4,0.0,0.25,1,28,0,0.0
5012,1989,Graduation,Married,28691.0,1,0,2013-04-07,56,5.0,4.0,13.0,8.0,0.0,4.0,1,1,0,3,8,0,0,0,0,0,0,3.0,11.0,0,34.0,9.0,0.2647058823529412,0.0011850406050677913,4,0.25,0.0,0.125,1,25,0,0.0
7495,1948,PhD,Married,56223.0,0,1,1970-01-01,72,77.0,28.0,31.0,16.0,0.0,4.0,2,2,1,5,4,0,0,0,0,0,0,3.0,11.0,0,156.0,81.0,0.5192307692307693,0.002774665172616189,8,0.25,0.125,0.5,1,66,0,0.0
5029,1946,Graduation,Married,18100.0,0,0,2013-06-08,14,3.0,1.0,2.0,4.0,3.0,1.0,1,0,0,3,5,0,0,0,0,0,0,3.0,11.0,0,14.0,7.0,0.5,0.0007734806629834254,3,0.0,0.0,0.0,0,68,0,0.0
10642,1989,Graduation,Single,30279.0,1,0,1970-01-01,13,10.0,4.0,14.0,4.0,4.0,1.0,1,1,0,3,8,0,0,0,0,0,0,3.0,11.0,0,37.0,15.0,0.40540540540540543,0.0012219690214339972,4,0.25,0.0,0.125,1,25,0,0.0
